FlagshipSocialNetwork,IN_NumOfAccounts,"Instagram URL","Instagram Followers",IG_Total_Posts
tiktok,2,https://instagram.com/nottheworstmom,243274,2597
twitter,1,https://instagram.com/rowdybusch,408871,2479
tiktok,1,https://instagram.com/dombrazy,101596,345
tiktok,1,https://instagram.com/jonkung,226956,394
facebook,1,https://instagram.com/therealicp,268399,165
tiktok,1,https://instagram.com/layla.b.lemmens,67199,80
youtube,1,https://instagram.com/hazelgalx,423084,76
tiktok,2,https://instagram.com/scheckeats,223187,360
instagram,2,https://instagram.com/viva_glam_kay,1239721,2851
youtube,1,https://instagram.com/ravenelyse,371754,2940
youtube,1,https://instagram.com/cheeseaholic,214882,44
tiktok,1,https://instagram.com/itsfred,149383,94
facebook,1,https://instagram.com/lorettalynnofficial,291872,424
tiktok,1,https://instagram.com/jakekaramol,152333,509
tiktok,1,https://instagram.com/kenziesmith26,64226,94
tiktok,1,https://instagram.com/calebwfrancis,239553,6281
facebook,2,https://instagram.com/onlyfuturistic,412471,1485
tiktok,1,https://instagram.com/sriiramesh,195266,60
tiktok,1,https://instagram.com/thekilacam,354966,545
tiktok,1,https://instagram.com/douglasferrari_,136956,27
tiktok,1,https://instagram.com/zaehd,301121,114
tiktok,1,https://instagram.com/cory.winn,222345,403
tiktok,1,https://instagram.com/wahony,81070,98
tiktok,1,https://instagram.com/grantbeans,196709,37
tiktok,1,https://instagram.com/kyahnextdoor,165948,97
tiktok,1,https://instagram.com/0gtaco,169569,415
youtube,1,https://instagram.com/yoboypizzaofficial,69267,47
tiktok,1,https://instagram.com/summershirtproject,176894,1713
twitter,1,https://instagram.com/jimcramer,86752,149
tiktok,1,https://instagram.com/fympeyton,469126,229
tiktok,1,https://instagram.com/anania00,75154,138
tiktok,1,https://instagram.com/sydneylint,444446,2654
tiktok,1,https://instagram.com/matayasweeting,358558,395
tiktok,1,https://instagram.com/jydelgad0,120202,344
tiktok,1,https://instagram.com/alexsedlak,111421,733
tiktok,1,https://instagram.com/blaucomedy,263088,943
tiktok,1,https://instagram.com/ma.l.i,226208,199
tiktok,1,https://instagram.com/aimyoncee,119252,375
